id	adj.P.Val.SCoV.over.Mock	geneSymbol	logFC.SCoV.over.Mock	P.Value.SCoV.over.Mock	species
NP_005091.2	0.007668562	AKAP12	1.452468813	0.001515374	HOMO SAPIENS
NP_056240.2	0.00496096	POLR1A	-1.753747061	0.000790602	HOMO SAPIENS
NP_008986.2	0.04158243	POLR3A	-1.07042708	0.016396139	HOMO SAPIENS
NP_001349772.1	0.056080343	EP300	-0.800017834	0.024267699	HOMO SAPIENS
NP_004371.2	0.061169456	CREBBP	0.764214029	0.027206896	HOMO SAPIENS
NP_036525.1	0.514693012	PFAS	-0.223188891	0.418333054	HOMO SAPIENS
NP_060090.2	0.033065607	ILF3	1.001300647	0.012001048	HOMO SAPIENS
NP_036350.2	0.866369894	ILF3	0.242996715	0.817816488	HOMO SAPIENS
NP_060857.2	0.414700343	STRBP	-0.397929291	0.319428276	HOMO SAPIENS
NP_001317553.1	0.105826041	CUL4B	-0.680302628	0.056072634	HOMO SAPIENS
NP_001073341.1	0.187526483	CUL4B	1.923398097	0.11758917	HOMO SAPIENS
NP_001008895.1	0.435854733	CUL4A	0.343706598	0.339502035	HOMO SAPIENS
NP_073585.8	0.000345553	TNS3	5.706749654	9.36E-06	HOMO SAPIENS
NP_001294951.1	0.00015661	TNS1	13.43726127	1.63E-06	HOMO SAPIENS
NP_056134.2	0.000883847	TNS2	11.27933865	5.41E-05	HOMO SAPIENS
NP_001087.2	0.001100402	ACLY	-2.663756664	7.51E-05	HOMO SAPIENS
NP_001290204.1	0.000110453	ACLY	-10.41316357	2.49E-07	HOMO SAPIENS
NP_003065.3	0.2193738	SMARCC1	-0.40729548	0.143786351	HOMO SAPIENS
NP_001123892.1	0.007084652	SMARCC2	3.087866481	0.001341605	HOMO SAPIENS
NP_003066.2	0.103488685	SMARCC2	1.68359362	0.054333853	HOMO SAPIENS
NP_055454.1	0.095504893	TTC37	-0.58390803	0.048862346	HOMO SAPIENS
NP_056280.2	0.002330584	GEMIN5	-2.090972804	0.000246019	HOMO SAPIENS
NP_055523.1	0.007342533	KNTC1	-1.309191581	0.001416768	HOMO SAPIENS
NP_002379.3	0.106555527	MCM3	-0.54139987	0.05662008	HOMO SAPIENS
NP_006006.3	0.45272938	ARID1A	0.262528998	0.355970168	HOMO SAPIENS
NP_001333742.1	0.008891071	ARID1B	1.330336845	0.001885173	HOMO SAPIENS
NP_036558.3	0.936790209	SF3B3	-0.028004804	0.910198227	HOMO SAPIENS
NP_001078929.1	0.305541608	CTNND1	0.348173573	0.218837623	HOMO SAPIENS
NP_001322.1	0.267457393	CTNND1	2.867760579	0.184383506	HOMO SAPIENS
NP_055680.3	0.001938936	NCAPD2	-2.084523474	0.000182815	HOMO SAPIENS
NP_001075019.1	0.418870695	THOC2	0.301261703	0.323214025	HOMO SAPIENS
NP_009123.1	0.27607727	SUPT16H	0.355531858	0.191938715	HOMO SAPIENS
NP_060404.4	0.584729578	PHIP	-0.188117735	0.490267077	HOMO SAPIENS
NP_387505.1	0.197681891	BRWD1	-0.453044396	0.125797567	HOMO SAPIENS
NP_002645.3	0.354919357	PKM	0.397066871	0.264116239	HOMO SAPIENS
NP_001303247.1	0.147804513	PKM	1.005974141	0.086705414	HOMO SAPIENS
NP_000289.1	0.013857452	PKLR	-2.862834387	0.003546577	HOMO SAPIENS
NP_001070675.1	0.291140343	SEC31A	-0.398706204	0.205945387	HOMO SAPIENS
NP_733765.1	0.315820026	ATP2A2	-0.365979134	0.228418938	HOMO SAPIENS
NP_005164.2	0.126334957	ATP2A3	2.642137623	0.071133318	HOMO SAPIENS
NP_777617.1	0.36582494	ATP2A3	-0.306945026	0.274702608	HOMO SAPIENS
NP_002696.3	0.000253112	PPL	5.39761371	4.97E-06	HOMO SAPIENS
NP_005246.2	0.06469136	GAK	-0.744243967	0.029352022	HOMO SAPIENS
NP_055907.3	0.685567525	SMG1	0.136499566	0.600587845	HOMO SAPIENS
NP_001307552.1	0.002406753	BOLA2-SMG1P6	-3.737215335	0.000258777	HOMO SAPIENS
NP_000170.1	0.005241273	MSH6	-1.631841632	0.000852745	HOMO SAPIENS
NP_001001924.1	0.002949211	MTUS1	-2.098651181	0.000355057	HOMO SAPIENS
NP_001001931.1	0.979605445	MTUS1	-0.044061923	0.971321041	HOMO SAPIENS
NP_060697.4	0.04641296	UBA6	-0.721649773	0.018993096	HOMO SAPIENS
NP_001096616.1	0.004374172	GIGYF2	-1.657194811	0.000655966	HOMO SAPIENS
NP_001181883.1	0.045071412	MATR3	0.852113603	0.018220271	HOMO SAPIENS
NP_060554.3	0.713934402	CCDC88A	0.118563271	0.633196475	HOMO SAPIENS
NP_006452.3	0.001442463	SPAG5	-4.12708883	0.000113227	HOMO SAPIENS
NP_002963.2	0.284017589	SBF1	-0.34493121	0.199066363	HOMO SAPIENS
NP_112224.1	0.03802519	SBF2	-1.296584406	0.014526772	HOMO SAPIENS
NP_003282.2	0.117629071	TPP2	-0.636551436	0.064580035	HOMO SAPIENS
NP_001317517.1	0.206934291	TPP2	1.088852142	0.133177591	HOMO SAPIENS
NP_001017392.2	0.024783437	SUGP2	-1.023679124	0.008138993	HOMO SAPIENS
NP_037506.2	0.150055391	PDCD6IP	0.475190239	0.088518437	HOMO SAPIENS
NP_004517.2	0.00479748	MCM2	-1.561216697	0.000754771	HOMO SAPIENS
NP_001317919.1	0.001696126	DHX30	-2.488283834	0.000147218	HOMO SAPIENS
NP_006830.2	0.348851018	IMMT	-0.304708238	0.257976538	HOMO SAPIENS
NP_001093640.1	0.194876169	IMMT	1.334483086	0.123514067	HOMO SAPIENS
NP_001093639.1	0.624852867	IMMT	0.470334279	0.533429067	HOMO SAPIENS
NP_004808.2	0.003181746	TJP2	-2.098086146	0.000398735	HOMO SAPIENS
NP_001163886.1	0.809422831	TJP2	-0.408462395	0.74418731	HOMO SAPIENS
NP_001163885.1	0.932476147	TJP2	-0.148946254	0.90472996	HOMO SAPIENS
NP_001292204.1	0.014171625	AGRN	1.059626804	0.003656734	HOMO SAPIENS
NP_006833.2	0.164639145	SF3B2	0.479346199	0.099796328	HOMO SAPIENS
NP_002798.2	0.082186124	PSMD1	-0.636240125	0.040057859	HOMO SAPIENS
NP_064502.9	0.092833817	LARS	-0.592258246	0.047103248	HOMO SAPIENS
NP_001304894.1	0.920024672	LARS	0.075547316	0.887778462	HOMO SAPIENS
NP_001338456.1	0.015254426	SETX	-1.31008174	0.004072581	HOMO SAPIENS
NP_002147.2	0.33945401	HSPD1	0.339945528	0.249385298	HOMO SAPIENS
NP_004477.3	0.127250271	GOLGA2	0.630814305	0.07180186	HOMO SAPIENS
NP_001307.2	0.026386138	CSE1L	-0.989456771	0.008833913	HOMO SAPIENS
NP_004810.2	0.132392389	SYMPK	0.561107966	0.075537133	HOMO SAPIENS
NP_001104490.1	0.013604903	SUPT5H	-1.120176505	0.003447679	HOMO SAPIENS
NP_001124297.1	0.278534786	SUPT5H	-1.394233185	0.194148266	HOMO SAPIENS
NP_055535.2	0.30587703	SLK	0.435169773	0.219189536	HOMO SAPIENS
NP_001291672.1	0.77304871	SLK	0.910860728	0.700607113	HOMO SAPIENS
NP_005981.3	0.000647176	STK10	3.467865959	2.96E-05	HOMO SAPIENS
NP_150648.2	0.068700405	VPS13A	-0.809340938	0.031791808	HOMO SAPIENS
NP_066964.1	0.319228309	XRCC5	0.428375586	0.231612434	HOMO SAPIENS
NP_001158287.1	0.068635427	ACIN1	0.648708537	0.031755475	HOMO SAPIENS
NP_005959.2	0.059997989	HNRNPM	0.85287877	0.026477755	HOMO SAPIENS
NP_001284347.1	0.054749275	HNRNPM	2.202295919	0.023491817	HOMO SAPIENS
NP_055888.1	0.312693211	SIPA1L3	0.451851313	0.225786418	HOMO SAPIENS
NP_001271174.1	0.031483099	SIPA1L1	-1.266266993	0.01123288	HOMO SAPIENS
NP_065859.3	0.064020405	SIPA1L2	-1.583375438	0.028958583	HOMO SAPIENS
NP_002831.2	0.000558324	PTPRF	3.404659097	2.33E-05	HOMO SAPIENS
NP_002841.3	0.08989864	PTPRS	5.066137858	0.045105223	HOMO SAPIENS
NP_055144.3	0.73308665	EDC4	-0.127715523	0.65479974	HOMO SAPIENS
NP_036601.2	0.468570253	PRPF6	0.225278184	0.371913739	HOMO SAPIENS
NP_001278789.1	0.0029057	HSPG2	1.778037128	0.000346902	HOMO SAPIENS
NP_001171914.1	0.014703528	WNK1	1.297957909	0.003867796	HOMO SAPIENS
NP_006639.3	0.941319001	WNK2	0.086179589	0.915801317	HOMO SAPIENS
NP_001269323.1	0.89993168	WNK2	-0.249713244	0.862064895	HOMO SAPIENS
NP_115763.2	0.000738864	WNK4	-3.170616908	3.82E-05	HOMO SAPIENS
NP_001095132.1	0.007515346	NRDC	-1.369530498	0.00146932	HOMO SAPIENS
NP_001317137.1	0.757283192	USP47	-0.103731842	0.682149308	HOMO SAPIENS
NP_001269588.1	0.031483158	USP47	2.274489886	0.011235775	HOMO SAPIENS
NP_000468.1	0.000150637	ALB	-8.890489258	1.14E-06	HOMO SAPIENS
NP_001107604.1	0.099413518	NBEAL1	0.554646292	0.051539684	HOMO SAPIENS
NP_001350043.1	0.010727254	ANXA6	-1.486229221	0.00245172	HOMO SAPIENS
NP_001146.2	0.034943733	ANXA6	-2.052200834	0.01289071	HOMO SAPIENS
NP_000810.1	0.009823407	GART	-1.510890915	0.002165346	HOMO SAPIENS
NP_001310271.1	0.566632427	AHCTF1	-0.192642464	0.472193689	HOMO SAPIENS
NP_705833.3	0.008406563	CRYBG3	-1.387220704	0.001732568	HOMO SAPIENS
NP_004719.2	0.000627476	DDX21	-4.407566258	2.78E-05	HOMO SAPIENS
NP_076950.1	0.003808244	DDX50	-2.540209782	0.000521887	HOMO SAPIENS
NP_065143.2	0.129438288	ATP13A1	-0.484918873	0.073579925	HOMO SAPIENS
NP_056450.2	0.095878485	GAPVD1	-0.561362346	0.049152497	HOMO SAPIENS
NP_004757.1	0.641212109	COPB2	0.139757351	0.551374524	HOMO SAPIENS
NP_005905.2	0.004440432	MCM4	-1.459144121	0.000670748	HOMO SAPIENS
NP_001128715.1	0.734586845	TCOF1	0.152099892	0.656549025	HOMO SAPIENS
NP_001128716.1	0.643025788	TCOF1	0.569916782	0.553521012	HOMO SAPIENS
NP_001307501.1	0.958101575	SAFB	0.021854229	0.939845476	HOMO SAPIENS
NP_055464.1	0.2864545	SAFB2	0.403812711	0.201506465	HOMO SAPIENS
NP_001171725.1	0.156346453	ESYT1	-0.704779432	0.093185683	HOMO SAPIENS
NP_000019.2	0.860678506	AGL	0.061565392	0.809551594	HOMO SAPIENS
NP_001118.3	0.591688344	AP1B1	-0.187315953	0.497502101	HOMO SAPIENS
NP_663782.2	0.295428659	AP1B1	-1.020892084	0.209733855	HOMO SAPIENS
NP_001025177.1	0.073754589	AP2B1	-0.715765046	0.034743285	HOMO SAPIENS
NP_004334.1	0.358618275	CALR	0.318906338	0.267588937	HOMO SAPIENS
NP_001248755.1	0.191271756	AP3D1	-0.58394637	0.120496318	HOMO SAPIENS
NP_001157412.1	0.427992305	PYGL	-0.2464881	0.332049525	HOMO SAPIENS
NP_002853.2	0.242861011	PYGB	0.412684645	0.162716601	HOMO SAPIENS
NP_001158188.1	0.200901396	PYGM	2.135631051	0.12843313	HOMO SAPIENS
NP_874365.3	0.982887163	SCRIB	0.008424759	0.975620473	HOMO SAPIENS
NP_060684.4	0.086318862	LRRC1	-1.66146954	0.042844058	HOMO SAPIENS
NP_003913.3	0.184837387	HERC1	-0.524520918	0.115481189	HOMO SAPIENS
NP_001138829.1	0.988230669	SIN3A	0.004956791	0.983089271	HOMO SAPIENS
NP_001284524.1	0.013037264	SIN3B	-1.588416786	0.003224807	HOMO SAPIENS
NP_001089.1	0.196671124	ACO2	0.433136428	0.12493894	HOMO SAPIENS
NP_005325.2	0.498670537	HCFC1	0.220371826	0.402586792	HOMO SAPIENS
NP_037452.1	0.126918657	HCFC2	-0.914264558	0.0714989	HOMO SAPIENS
NP_005947.3	0.005465652	MTHFD1	-1.546412617	0.000908947	HOMO SAPIENS
NP_476516.1	0.006283327	NAA15	-1.302633864	0.001130958	HOMO SAPIENS
NP_078837.3	0.024733326	NAA16	-1.001956849	0.008102218	HOMO SAPIENS
NP_000929.1	0.806550343	POLR2B	-0.085461162	0.740883776	HOMO SAPIENS
NP_002897.1	0.41648543	RDX	-0.345099395	0.321069363	HOMO SAPIENS
NP_001104547.1	0.884722997	EZR	0.063251963	0.842869896	HOMO SAPIENS
NP_001171715.1	0.067617166	PARD3	0.930891083	0.031173266	HOMO SAPIENS
NP_001171719.1	0.305025475	PARD3	1.490958192	0.218284473	HOMO SAPIENS
NP_001171721.1	0.093036695	PARD3	-2.093358087	0.047231663	HOMO SAPIENS
NP_056044.3	0.001745102	CLUH	-2.43246942	0.000154882	HOMO SAPIENS
NP_000244.2	0.149579462	MTTP	-0.457415642	0.088120274	HOMO SAPIENS
NP_060225.4	0.897151987	NSUN2	0.055886132	0.858665182	HOMO SAPIENS
NP_001229488.1	0.000151257	MAP4K4	5.764273237	1.20E-06	HOMO SAPIENS
NP_001229489.1	4.82E-05	MAP4K4	12.17481182	8.81E-09	HOMO SAPIENS
NP_663719.2	0.000423466	MAP4K4	11.18534013	1.45E-05	HOMO SAPIENS
NP_001155034.1	0.778423492	TNIK	-0.142736821	0.707628639	HOMO SAPIENS
NP_056531.1	0.485813067	MINK1	-0.294900035	0.389101647	HOMO SAPIENS
NP_001073922.2	0.260430764	INTS1	-0.373657603	0.177857641	HOMO SAPIENS
NP_000692.2	0.129527492	ATP1A1	-0.529984789	0.073665881	HOMO SAPIENS
NP_001243142.1	0.336085877	ATP1A3	2.002660474	0.24642003	HOMO SAPIENS
NP_000693.1	0.825196629	ATP1A2	0.293046679	0.764037477	HOMO SAPIENS
NP_653300.2	0.16833746	ATP1A4	4.122892827	0.102555991	HOMO SAPIENS
NP_000695.2	0.004457758	ATP4A	5.230819615	0.000675011	HOMO SAPIENS
NP_001337003.1	0.958600633	PBRM1	0.025565105	0.941101534	HOMO SAPIENS
NP_078789.2	0.043312288	FYCO1	-0.757114239	0.017315427	HOMO SAPIENS
NP_004902.1	0.38898495	PDIA4	0.298287933	0.295821705	HOMO SAPIENS
NP_005304.3	0.086607492	PDIA3	0.815538249	0.04304288	HOMO SAPIENS
NP_056130.2	0.057932225	LARP1	-0.755367312	0.025291149	HOMO SAPIENS
NP_060548.2	0.217863199	LARP1B	-0.654449403	0.142458192	HOMO SAPIENS
NP_005906.2	0.000954297	MCM6	-2.258627995	6.15E-05	HOMO SAPIENS
NP_005115.2	0.864119719	NUP153	0.061547691	0.814699735	HOMO SAPIENS
NP_001167587.1	0.020182157	DMXL2	-0.993715463	0.006121332	HOMO SAPIENS
NP_001336169.1	0.835840925	DMXL1	0.119211475	0.777173376	HOMO SAPIENS
NP_001136018.1	0.154070461	LUZP1	0.483277418	0.091561955	HOMO SAPIENS
NP_079031.2	0.011173143	SLTM	1.564199818	0.002594421	HOMO SAPIENS
NP_001269803.1	0.000479297	SMARCA1	-4.050179835	1.77E-05	HOMO SAPIENS
NP_001269804.1	0.539062396	SMARCA1	-0.684485019	0.443511175	HOMO SAPIENS
NP_003592.3	0.022855617	SMARCA5	-0.979800886	0.0072777	HOMO SAPIENS
NP_002215.2	0.000993436	ITPR3	3.191753073	6.54E-05	HOMO SAPIENS
NP_002214.2	0.006694113	ITPR2	2.218660635	0.001231775	HOMO SAPIENS
NP_001093422.2	0.334946152	ITPR1	0.335147069	0.24546209	HOMO SAPIENS
NP_001073141.1	0.185401604	FNDC3A	-0.603570746	0.115935231	HOMO SAPIENS
NP_003950.1	0.250042393	HIP1R	-0.341577319	0.169319507	HOMO SAPIENS
NP_005329.3	0.990642285	HIP1	-0.004364257	0.987748843	HOMO SAPIENS
NP_001125.1	0.000125568	AFP	-6.649272297	4.89E-07	HOMO SAPIENS
NP_002201.1	0.000627836	ITGAV	3.553429636	2.85E-05	HOMO SAPIENS
NP_079199.2	0.24857368	NUP210	-0.394424335	0.167666985	HOMO SAPIENS
NP_001244.1	0.470140345	CDC5L	-0.282071003	0.373374511	HOMO SAPIENS
NP_001124463.1	0.06732579	HYOU1	-0.768269713	0.030995919	HOMO SAPIENS
NP_001349.2	0.535821283	DHX15	-0.210337363	0.440062058	HOMO SAPIENS
NP_001309150.1	0.114957529	DHX8	-0.589578258	0.062662136	HOMO SAPIENS
NP_003578.2	0.113766709	DHX16	0.568954232	0.061680746	HOMO SAPIENS
NP_001305438.1	0.000515334	ACSL4	-3.753599314	2.01E-05	HOMO SAPIENS
NP_001341087.1	0.046980526	ACSL3	-0.773436981	0.01927934	HOMO SAPIENS
NP_055524.3	0.660367362	USP34	0.186204551	0.572426875	HOMO SAPIENS
NP_001309724.1	0.164660525	IDE	-0.4678721	0.099824316	HOMO SAPIENS
NP_000480.3	0.269504209	ATRX	0.338481191	0.186261945	HOMO SAPIENS
NP_001122317.1	0.65770286	SMARCA4	-0.145715753	0.569276763	HOMO SAPIENS
NP_001122316.1	0.872904831	SMARCA4	0.432786602	0.826933118	HOMO SAPIENS
NP_001276325.1	0.797484528	SMARCA2	-0.128503665	0.729862848	HOMO SAPIENS
NP_005338.1	0.483346642	HSPA5	0.21415693	0.386244966	HOMO SAPIENS
NP_006588.1	0.005505516	HSPA8	-1.867979883	0.000925626	HOMO SAPIENS
NP_068814.2	0.010508467	HSPA2	1.31151791	0.002376778	HOMO SAPIENS
NP_005336.3	0.03824573	HSPA1A	-1.083489276	0.014637125	HOMO SAPIENS
NP_694881.1	0.479485979	HSPA8	1.89160909	0.382284595	HOMO SAPIENS
NP_005518.3	0.137868796	HSPA1L	1.380179625	0.07936642	HOMO SAPIENS
NP_002146.2	0.702604738	HSPA6	1.258043682	0.619877455	HOMO SAPIENS
NP_003391.1	0.696861729	XPO1	-0.128389727	0.613729356	HOMO SAPIENS
NP_001116105.1	0.00858928	CPS1	-1.372029022	0.001782769	HOMO SAPIENS
NP_001103132.3	0.085824113	HECTD4	0.710592981	0.042478554	HOMO SAPIENS
NP_056281.1	0.178784292	PTPN23	0.497795087	0.110638691	HOMO SAPIENS
NP_002009.1	0.968439886	FLII	0.019531865	0.954208522	HOMO SAPIENS
NP_001243194.1	0.446231324	FLII	0.784993844	0.349336077	HOMO SAPIENS
NP_062538.5	0.076959559	RNF20	-0.631979788	0.036836065	HOMO SAPIENS
NP_001273501.1	0.964145844	RNF40	0.016642	0.948191291	HOMO SAPIENS
NP_001295.2	0.260430764	CPD	-0.340250361	0.17789763	HOMO SAPIENS
NP_733821.1	0.023459382	LMNA	1.065728534	0.00753636	HOMO SAPIENS
NP_001269554.1	0.012059786	LMNA	3.360183572	0.002883441	HOMO SAPIENS
NP_116126.3	0.007911303	LMNB2	1.388630411	0.001590781	HOMO SAPIENS
NP_005564.1	0.01026396	LMNB1	1.304634574	0.00230626	HOMO SAPIENS
NP_127492.1	0.046980526	GTF2I	-0.813646532	0.019277716	HOMO SAPIENS
NP_001123551.1	0.05275829	MOV10	-0.715840577	0.022353412	HOMO SAPIENS
NP_002256.2	0.102659616	KPNB1	-0.7830889	0.053756683	HOMO SAPIENS
NP_829884.1	0.040187201	ERC1	0.866078836	0.015662591	HOMO SAPIENS
NP_056391.1	0.039683492	ERC2	4.881444157	0.015386589	HOMO SAPIENS
NP_002799.3	0.013064536	PSMD2	-1.119484025	0.003233938	HOMO SAPIENS
NP_001265638.1	0.009698799	PSMD2	7.302210039	0.002129927	HOMO SAPIENS
NP_055627.2	0.024772389	CEP170	0.965708758	0.00812632	HOMO SAPIENS
NP_001035863.1	0.003754437	CEP170	6.887831988	0.000510941	HOMO SAPIENS
NP_071349.3	0.004532693	UBE2O	-1.676946526	0.000690343	HOMO SAPIENS
NP_004577.1	0.000841071	RPS6KA3	-2.775511344	4.96E-05	HOMO SAPIENS
NP_001006666.1	0.086564613	RPS6KA1	1.025426899	0.04300807	HOMO SAPIENS
NP_061885.2	0.010706888	PLEKHA5	-1.774607177	0.002441202	HOMO SAPIENS
NP_071934.3	0.454556747	INF2	-0.265530747	0.357762216	HOMO SAPIENS
NP_001026884.3	0.053793624	INF2	3.357772109	0.022961078	HOMO SAPIENS
NP_003676.2	0.114351916	KHSRP	0.576005631	0.062165025	HOMO SAPIENS
NP_003925.1	0.365593406	FUBP3	0.347904808	0.274336832	HOMO SAPIENS
NP_001290362.1	0.78667579	FUBP1	-0.135843934	0.717529315	HOMO SAPIENS
NP_001287834.1	0.006822898	BAZ2A	-1.385358907	0.001264192	HOMO SAPIENS
NP_003706.2	0.007194543	USO1	1.663091638	0.001369132	HOMO SAPIENS
NP_001032360.1	0.001649318	EIF3B	-1.99947177	0.000138045	HOMO SAPIENS
NP_001349721.1	0.002155075	EIF3B	4.047687386	0.000215168	HOMO SAPIENS
NP_005219.2	0.000446475	EGFR	-3.289152178	1.56E-05	HOMO SAPIENS
NP_001005862.1	0.000388226	ERBB2	7.06694224	1.25E-05	HOMO SAPIENS
NP_001673.2	0.105447164	ATP2B1	0.725687041	0.055730316	HOMO SAPIENS
NP_001001331.1	0.120182864	ATP2B2	0.899440891	0.066519614	HOMO SAPIENS
NP_001317540.1	0.023597433	ATP2B2	-1.63081974	0.007598735	HOMO SAPIENS
NP_001675.3	0.000270232	ATP2B4	4.431683961	5.72E-06	HOMO SAPIENS
NP_056175.3	0.828519	MTREX	-0.082799709	0.76862606	HOMO SAPIENS
NP_004125.3	0.051622464	HSPA9	-0.683202824	0.021716794	HOMO SAPIENS
NP_001166176.1	0.049468558	EIF4G2	-0.795735014	0.020595249	HOMO SAPIENS
NP_001036024.3	0.128417601	EIF4G2	0.865457545	0.072777966	HOMO SAPIENS
NP_001268706.1	0.003350913	ZMYND8	2.168867204	0.000434921	HOMO SAPIENS
NP_001268704.1	0.030192444	ZMYND8	5.313477408	0.010582237	HOMO SAPIENS
NP_001122325.1	0.267030135	SRRT	0.371370386	0.184015299	HOMO SAPIENS
NP_056056.2	0.89377671	MICAL3	-0.046913879	0.853884705	HOMO SAPIENS
NP_001273542.1	0.001873118	MICAL1	1.982630572	0.000172164	HOMO SAPIENS
NP_001269592.1	0.006840189	MICAL2	5.64756216	0.001269893	HOMO SAPIENS
NP_671492.1	0.59618843	PALM2-AKAP2	0.187929838	0.50231977	HOMO SAPIENS
NP_001130034.1	0.68872503	AKAP2	0.356544377	0.604551717	HOMO SAPIENS
NP_443749.5	0.847186599	PALM2	-0.109193161	0.792042242	HOMO SAPIENS
NP_001054.1	0.000388226	TF	-3.487712396	1.25E-05	HOMO SAPIENS
NP_006730.2	0.102000038	MCM5	-0.692201334	0.053308892	HOMO SAPIENS
NP_055860.1	0.022058652	WAPL	1.103090422	0.006920006	HOMO SAPIENS
NP_054722.2	0.83497677	DHX38	-0.085397299	0.776167433	HOMO SAPIENS
NP_001156752.1	0.002396781	HTATSF1	2.347752878	0.000257048	HOMO SAPIENS
NP_009058.2	0.013604903	VIL1	-1.11523684	0.003448287	HOMO SAPIENS
NP_001265389.1	0.061153535	COBLL1	-1.047623978	0.027188652	HOMO SAPIENS
NP_055715.3	0.521168921	COBLL1	-0.620877244	0.42479358	HOMO SAPIENS
NP_000173.2	0.483278718	HADHA	-0.305673694	0.386102466	HOMO SAPIENS
NP_001408.2	0.865606151	EIF4B	-0.074650588	0.816858525	HOMO SAPIENS
NP_055841.2	0.035895642	MON2	-1.18383292	0.013426464	HOMO SAPIENS
NP_001265399.1	0.913393266	MON2	-0.264258068	0.879545359	HOMO SAPIENS
NP_004936.2	0.005029022	DNM2	1.434463938	0.000807539	HOMO SAPIENS
NP_001005360.1	0.743494218	DNM2	-0.716653552	0.666606764	HOMO SAPIENS
NP_001005362.1	0.30465256	DNM2	2.059720292	0.217978406	HOMO SAPIENS
NP_001005336.1	0.065600041	DNM1	-1.217221034	0.029914002	HOMO SAPIENS
NP_001129599.1	0.317557411	DNM3	1.656240538	0.230052315	HOMO SAPIENS
NP_005042.1	0.016581474	QARS	-1.006670013	0.004617568	HOMO SAPIENS
NP_006026.3	0.016700988	CDC42BPB	1.156948322	0.004670667	HOMO SAPIENS
NP_003598.2	0.48567395	CDC42BPA	-0.343203207	0.388814003	HOMO SAPIENS
NP_059995.2	0.490307696	CDC42BPG	1.107708313	0.393731938	HOMO SAPIENS
NP_001275693.1	0.301009443	DMPK	-0.544189691	0.214904697	HOMO SAPIENS
NP_002532.2	0.01173112	OGDH	-1.452791174	0.002775593	HOMO SAPIENS
NP_001137469.1	0.124113699	OGDHL	4.449517959	0.069465608	HOMO SAPIENS
NP_064504.2	0.253239677	ZC3HAV1	-0.430327589	0.171993103	HOMO SAPIENS
NP_055768.3	0.491779509	DIS3	-0.222202305	0.395228056	HOMO SAPIENS
NP_056288.2	0.004990162	HEATR5A	-1.855687863	0.000797078	HOMO SAPIENS
NP_055484.3	0.429910532	NUP93	-0.280740781	0.33404786	HOMO SAPIENS
NP_001275905.1	0.357470073	XRCC6	0.291267424	0.266438538	HOMO SAPIENS
NP_005753.1	0.1152976	TRIM28	0.570115192	0.062879076	HOMO SAPIENS
NP_001123630.1	0.007122476	MYO1B	-1.441348507	0.001352097	HOMO SAPIENS
NP_001074419.1	0.045203558	MYO1C	0.93067327	0.018294321	HOMO SAPIENS
NP_004989.2	0.001713246	MYO1E	2.230069836	0.00015082	HOMO SAPIENS
NP_001242970.1	0.001522032	MYO1A	-2.607092537	0.000121974	HOMO SAPIENS
NP_001335284.1	0.640615239	MYO1F	0.743445035	0.550510449	HOMO SAPIENS
NP_000161.2	0.140368087	GLDC	0.659725948	0.081240785	HOMO SAPIENS
NP_001243211.1	0.009248841	KRT8	2.208999528	0.001996498	HOMO SAPIENS
NP_001124491.1	0.955127385	GFAP	-0.053012597	0.935686585	HOMO SAPIENS
NP_787028.1	0.005258223	KRT79	8.295427781	0.000857653	HOMO SAPIENS
NP_006149.2	0.025919404	NEFL	4.795861847	0.00865163	HOMO SAPIENS
NP_002263.3	0.000151787	KRT4	11.69076886	1.25E-06	HOMO SAPIENS
NP_066554.2	0.719085285	NEFH	-0.585928672	0.639208798	HOMO SAPIENS
NP_003371.2	0.199969046	VIM	0.501650905	0.127672825	HOMO SAPIENS
NP_006112.3	0.1987044	KRT1	-9.877912065	0.126552043	HOMO SAPIENS
NP_000414.2	0.847176568	KRT2	-1.096089076	0.791888941	HOMO SAPIENS
NP_004684.2	0.132391227	KRT75	3.423967438	0.075524386	HOMO SAPIENS
NP_005547.3	0.01776475	KRT7	6.009366972	0.00509108	HOMO SAPIENS
NP_001918.3	0.178368644	DES	-3.294219705	0.110332631	HOMO SAPIENS
NP_006253.2	0.275094763	PRPH	-6.185404741	0.19102966	HOMO SAPIENS
NP_001261.2	0.062299847	CHD1	-0.745954712	0.027897321	HOMO SAPIENS
NP_001262.3	0.056256598	CHD2	1.101391564	0.024359374	HOMO SAPIENS
NP_003963.1	0.783448607	BTAF1	-0.0976772	0.713870705	HOMO SAPIENS
NP_001274739.1	0.489943602	CYFIP1	-0.248174006	0.393215963	HOMO SAPIENS
NP_001278651.1	0.908014643	CYFIP2	0.252367047	0.872459852	HOMO SAPIENS
NP_001310342.1	0.050656132	ALDH18A1	-0.700558441	0.021213065	HOMO SAPIENS
NP_001099032.1	0.34835737	UBE4B	-0.354487095	0.257452503	HOMO SAPIENS
NP_065953.1	0.320530361	CAMSAP3	0.308418258	0.232674148	HOMO SAPIENS
NP_001263408.1	0.143476884	LONP1	-0.600514733	0.083524604	HOMO SAPIENS
NP_057662.3	0.002155075	RSF1	1.905790683	0.000215434	HOMO SAPIENS
NP_001073027.1	0.013024843	HNRNPUL2	1.161687792	0.003219357	HOMO SAPIENS
